CLEE,Id,Nombre,Razon_social,Clase_actividad,Estrato,Tipo_vialidad,Calle,Num_Exterior,Num_Interior,Colonia,CP,Ubicacion,Telefono,Correo_e,Sitio_internet,Tipo,Longitud,Latitud,CentroComercial,TipoCentroComercial,NumLocal,State
30087466312000681000000000U4,4480091,TAQUERIA BETTY BOOP,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,TAMBORRELL,,7,ZONA CENTRO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",,,,Fijo,-96.92340410,19.53071807,MERCADO JAUREGUI,MERCADO PUBLICO,7 J,Veracruz
30087722219005041000000000U3,4480033,OSTIONERIA COSTA AZUL,,Restaurantes con servicio de preparación de pescados y mariscos,0 a 5 personas,CALLE,TAMBORRELL,,13,ZONA CENTRO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",,,,Fijo,-96.92340410,19.53071807,MERCADO JAUREGUI,MERCADO PUBLICO,13 H,Veracruz
30087722219008591000000000U4,4480044,ANTOJITOS RUFI,,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,CALLE,TAMBORRELL,0,0,ZONA CENTRO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",,,,Fijo,-96.92340410,19.53071807,MERCADO JAUREGUI,MERCADO PUBLICO,51 Y 52 ALACENA,Veracruz
30087722513001011000000000S6,4480001,ANTOJITOS DOÑA MARY,,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,CALLE,TAMBORRELL,,1,CENTRO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",,,,Fijo,-96.92340410,19.53071807,MERCADO JAUREGUI,MERCADO PUBLICO,1-2-3-4-14K,Veracruz
30087722219009482000000000M5,4480088,ANTOJITOS DOÑA MARY,,Restaurantes con servicio de preparación de antojitos,6 a 10 personas,CALLE,TAMBORRELL,,,CENTRO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",,,,Fijo,-96.92340410,19.53071807,MERCADO JAUREGUI,MERCADO PUBLICO,12 13 14 J,Veracruz
30087722511003561000000000M2,8450172,COMIDA Y ANTOJITOS TONY,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,TAMBORRELL,,,CENTRO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",2281390506,,,Fijo,-96.92340410,19.53071807,MERCADO JAUREGUI,MERCADO PUBLICO,3 Y 4G,Veracruz
30087722219007061000000000U9,4480032,TORTAS Y TACOS EL GUERO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,TAMBORRELL,,14,ZONA CENTRO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",,,,Fijo,-96.92340410,19.53071807,MERCADO JAUREGUI,MERCADO PUBLICO,14 H,Veracruz
30087722219003331000000000U0,4276791,FONDA LA ECONOMICA,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,TAMBORRELL,,,CENTRO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",2284052729,,,Fijo,-96.92340410,19.53071807,MERCADO JAUREGUI,MERCADO PUBLICO,2 3Q,Veracruz
30087722511003371000000000S6,8449451,COMEDOR DE COMIDA Y ANTOJITOS MALDONADO,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,TAMBORRELL,,,CENTRO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",,,,Fijo,-96.92340410,19.53071807,MERCADO JAUREGUI,MERCADO PUBLICO,N15 Y N16,Veracruz
30087722219005031000000000U4,4480101,TORTAS Y TACOS DEL MERCADO JAUREGUI,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,TAMBORRELL,,,CENTRO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",,,,Fijo,-96.92340410,19.53071807,MERCADO JAUREGUI,MERCADO PUBLICO,9 Y 10 I,Veracruz
30087722212007421000000000U0,4480034,OSTIONERIA FERNANDEZ,,Restaurantes con servicio de preparación de pescados y mariscos,0 a 5 personas,CALLE,TAMBORRELL,,,CENTRO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",,,,Fijo,-96.92340410,19.53071807,MERCADO JAUREGUI,MERCADO PUBLICO,11 12 H,Veracruz
30087722513000202011000000M2,4276782,COMIDA Y ANTOJITOS MALDONADO,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,TAMBORRELL,,5,CENTRO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",,,,Fijo,-96.92340410,19.53071807,MERCADO JAUREGUI,MERCADO PUBLICO,5 6 7 G,Veracruz
30087722514003421000000000U3,8449509,ANTOJITOS EL SAZON DE MAMA,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,TAMBORRELL,,7,CENTRO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",,,,Fijo,-96.92340410,19.53071807,MERCADO JAUREGUI,MERCADO PUBLICO,7-8 C,Veracruz
30087722514000421000000000U6,4276731,TAQUERIA LA HERRADURA,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,TAMBORRELL,,,CENTRO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",,,,Fijo,-96.92340410,19.53071807,MERCADO JAUREGUI,MERCADO PUBLICO,8,Veracruz
30087722514002471000000000S9,8376059,BODEGA DE TORTAS MONTY,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,TAMBORRELL,,,CENTRO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",,,,Fijo,-96.92340410,19.53071807,MERCADO JAUREGUI,MERCADO PUBLICO,4 5 6 C,Veracruz
30087722219009242011000000U3,4276738,FONDA SIETE,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,6 a 10 personas,CALLE,TAMBORRELL,0,5,ZONA CENTRO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",,,,Fijo,-96.92340368,19.53071808,,,,Veracruz
30087722511000611000000000U8,4276739,FONDA LA ABAJEÑA,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,TAMBORRELL,0,8,ZONA CENTRO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",,,,Fijo,-96.92340354,19.53071808,,,,Veracruz
30087722212004791000000000U9,4276735,FONDA MARY,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,TAMBORRELL,0,11,ZONA CENTRO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",,,,Fijo,-96.92340132,19.53071810,,,,Veracruz
30087722219008411000000000U5,4478754,RESTAURANTE VIVIANA,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,MANLIO FABIO ALTAMIRANO,66,,CENTRO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",2282344397,,,Fijo,-96.92621130,19.53014266,,,,Veracruz
30087722219007051000000000U0,4479952,FONDA LA BLANCA,,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,CALLE,TAMBORRELL,,1,ZONA CENTRO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",2281872958,,,Fijo,-96.92337114,19.53071833,,,,Veracruz
30087722511002911000000000U0,7886905,RESTAURANT LA PEQUEÑA LULU,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,JOSE MARIA MORELOS,72,,CENTRO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",2281096308,,,Fijo,-96.92137635,19.52403084,,,,Veracruz
30087722514003611000000000U9,8450429,TAQUERIA HERMANOS XALAPA,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,MANLIO FABIO ALTAMIRANO,68,,UNIDAD VERACRUZANA,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",2287526437,,,Fijo,-96.92624249,19.53014195,,,,Veracruz
30087722110001703001000000U3,4479571,RESTAURANTE SUYAMA,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,AVENIDA,MANUEL AVILA CAMACHO,42,,JARDINES DE BAMBU,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",,,,Fijo,-96.92785981,19.52814061,,,,Veracruz
30087722517002951000000000S3,7887542,DIABLO BURGER,,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",0 a 5 personas,CALLE,J. ZILLI,401,0,CENTRO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",,,,Fijo,-96.92796060,19.52605862,,,,Veracruz
30087722514002921000000000U3,7887545,TAQUERIA AMIGSO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,J. ZILLI,401,0,CENTRO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",,,,Fijo,-96.92796330,19.52599670,,,,Veracruz
30087722212001101000000000U4,4480478,COCINA ECONÓMICA ARSES DEL CENTRO,,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,CALLE,ALFARO,48,,EL EMPLEADO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",2288595485,,,Fijo,-96.92058323,19.52906054,,,,Veracruz
30087722518000611011000000U3,4276805,RESTAURANTE EL TAPANGGO,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,6 a 10 personas,CALLE,TAMBORRELL,24,0,XALAPA ENRIQUEZ CENTRO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",,,,Fijo,-96.92322634,19.53078331,,,,Veracruz
30087722514003091000000000U4,7640384,TAQUERIA EL MEXICANO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,AVENIDA DE LOS ATLETAS,1,,VENUSTIANO CARRANZA,91070,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",,,,Fijo,-96.92544614,19.52323159,,,,Veracruz
30087722511004033000000000U1,8059816,LA CENTRAL DE XALAPA,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,11 a 30 personas,CALLE,ALFARO,1,0,EL EMPLEADO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",2281601746,LACENTRALDEXALAPA@HOTMAIL.COM,,Fijo,-96.92055363,19.52926347,,,,Veracruz
30087722513004042000000000U8,7887099,LONCHERIA LUPITA FERNANDEZ,,Restaurantes con servicio de preparación de antojitos,6 a 10 personas,CALLE,TAMBORRELL,5,0,ZONA CENTRO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",2281549910,,,Fijo,-96.92281602,19.53079905,,,,Veracruz
30087722518003971000000000U8,7887098,COCINA ECONOMICA REGINA,,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,CALLE,CONSTITUCION,6,0,ZONA CENTRO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",,,,Fijo,-96.92299866,19.53085469,,,,Veracruz
30087722514003471000000000U8,8449891,RINCONCITO DE LONCHERIA SUBUR,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,JESUS GARCIA,6,,EL EMPLEADO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",,,,Fijo,-96.92039002,19.52907423,,,,Veracruz
30087722219010322010000000U0,4479156,TAQUIERIA Y ANTOJITOS FERNANDEZ,,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,CALLE,TAMBORRELL,5,0,ZONA CENTRO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",,LUISAFERNANDEZ.MORALES@HOTMAIL.COM,,Fijo,-96.92275925,19.53080274,,,,Veracruz
30087722511001421000000000U1,4276810,RESTAURANTE EL MAIZ,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,FRANCISCO I. MADERO,27,,ZONA CENTRO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",2281372950,,,Fijo,-96.92176814,19.53040207,,,,Veracruz
30087722518006051000000000U6,8059924,COCINA ECONOMICA SIN NOMBRE,,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,CALLE,FRANCISCO JAVIER CLAVIJERO,44,16,CENTRO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",2281201618,,,Fijo,-96.92442539,19.53099715,PLAZA CLAVIJERO,CENTRO Y PLAZA COMERCIAL,U16,Veracruz
30087722518004961000000000M8,8449566,COCINA ECONÓMICA LAS CAZUELAS,,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,CALLE,FRANCISCO JAVIER CLAVIJERO,44,,CENTRO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",,,,Fijo,-96.92442539,19.53099715,PLAZA CLAVIJERO,CENTRO Y PLAZA COMERCIAL,N13,Veracruz
30087722518008261000000000S9,8449565,BODEGA DE COCINA ECONOMICA LAS CAZUELAS,,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,CALLE,FRANCISCO JAVIER CLAVIJERO,44,,CENTRO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",,,,Fijo,-96.92442539,19.53099715,PLAZA CLAVIJERO,CENTRO Y PLAZA COMERCIAL,44,Veracruz
30087722514004021000000000U0,8167002,VENTA DE TORATAS Y BEBIDAS PREPARADAS SIN NOMBRE,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,FRANCISCO JAVIER CLAVIJERO,44,5,ZONA CENTRO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",,,,Fijo,-96.92442539,19.53099715,PLAZA CLAVIJERO,CENTRO Y PLAZA COMERCIAL,K5,Veracruz
30087463216000131010000000U6,4276626,VENTA DE ANTOJITOS Y TACOS SIN NOMBRE,,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,CALLE,FRANCISCO JAVIER CLAVIJERO,44,2,CENTRO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",,,,Fijo,-96.92442539,19.53099715,PLAZA CLAVIJERO,CENTRO Y PLAZA COMERCIAL,K 2,Veracruz
30087722514001901010000000U6,4276632,VENTA DE ANTOJITOS SIN NOMBRE,,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,CALLE,FRANCISCO JAVIER CLAVIJERO,44,7,ZONA CENTRO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",,,,Fijo,-96.92442539,19.53099715,PLAZA CLAVIJERO,CENTRO Y PLAZA COMERCIAL,B7,Veracruz
30087722518000761000000000S6,4276607,BODEGA DE COCINA ECONOMICA LAS CAZUELAS,,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,CALLE,FRANCISCO JAVIER CLAVIJERO,44,10,ZONA CENTRO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",,,,Fijo,-96.92442539,19.53099715,PLAZA CLAVIJERO,CENTRO Y PLAZA COMERCIAL,O10,Veracruz
30087722513004091000000000U5,7887322,VENTA DE ANTOJITOS SIN NOMBRE,,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,CALLE,FRANCISCO JAVIER CLAVIJERO,44,18,ZONA CENTRO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",,,,Fijo,-96.92442539,19.53099715,PLAZA CLAVIJERO,CENTRO Y PLAZA COMERCIAL,I18,Veracruz
30087465211000781000000000U7,4479456,VENTA DE TACOS SIN NOMBRE,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,FRANCISCO JAVIER CLAVIJERO,44,,CENTRO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",,,,Semifijo,-96.92442539,19.53099715,PLAZA CLAVIJERO,CENTRO Y PLAZA COMERCIAL,VITRINA 36,Veracruz
30087722212010762001000000U2,4479155,OSTIONERIA FERNANDEZ,,Restaurantes con servicio de preparación de pescados y mariscos,6 a 10 personas,CALLE,TAMBORRELL,5,0,ZONA CENTRO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",,,,Fijo,-96.92264411,19.53081022,,,,Veracruz
30087722212004521010000000U0,4479243,COCINA ECONÓMICA IRMA,,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,CALLE,GONZALEZ ORTEGA,1,0,CENTRO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",,,,Fijo,-96.92050974,19.52934206,,,,Veracruz
30087722518003641000000000U7,7886446,EL SANZON DE MAMA,,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,CALLE,M.HIDALGO,17,0,JACARANDAS,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",,,,Fijo,-96.91988775,19.52569568,,,,Veracruz
30087722514000951000000000U2,4277937,ANTOJITOS ROSALÍA,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,MIGUEL BARRAGAN,,,CENTRO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",2281467797,,,Semifijo,-96.92224969,19.52318963,,,,Veracruz
30087722513003751000000000U5,7826193,CASETA VENTA DE ANTOJITOS SIN NOMBRE,,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,CALLE,MIGUEL BARRAGAN,,,CENTRO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",,,,Semifijo,-96.92223746,19.52317096,,,,Veracruz
30087722219008851010000000U2,4480972,CAFE Y ANTOJITOS SIN NOMBRE,,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,CALLE,MIGUEL BARRAGAN,,,JACARANDAS,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",,,,Semifijo,-96.92221663,19.52314445,,,,Veracruz
30087722219010312001000000U1,4480828,RESTAURANTE EL HUEQUITO,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,6 a 10 personas,CALLE,ROBLE,1,,VENUSTIANO CARRANZA,91070,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",2288410096,,,Fijo,-96.92718545,19.52401736,,,,Veracruz
30087722212008581000000000U0,4480973,ANTOJITOS MARY,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,MIGUEL BARRAGAN,,,CENTRO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",,,,Semifijo,-96.92215502,19.52311830,,,,Veracruz
30087722219006041001000000U2,4479577,ANTOJITOS LOPEZ,,Restaurantes con servicio de preparación de antojitos,6 a 10 personas,CALLE,BENITO JUAREZ,141,,CENTRO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",,,,Fijo,-96.92792328,19.52893910,,,,Veracruz
30087722518000221000000000U1,4480958,EL RINCONSITO DE LOS ANGELES,,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,CALLE,JOSE MARIA MORELOS,84,,CENTRO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",2281210813,ADYMORALES1985@GAMIL.COM,,Fijo,-96.92097531,19.52385445,,,,Veracruz
30087722517002831000000000U7,7886670,WINGS & BEER,,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",0 a 5 personas,CALLE,VENUSTIANO CARRANZA,174,0,VENUSTIANO CARRANZA,91080,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",2283090919,,,Fijo,-96.92527834,19.52287697,,,,Veracruz
30087722518005041000000000U8,8449721,COCINA ECONOMICA TLAXCALLI,,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,CALLE,FRANCISCO I. MADERO,,40,CENTRO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",,,,Fijo,-96.92171429,19.53057485,,,,Veracruz
30087722212005271000000000U1,4480974,ANTOJITOS ROLLER,,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,CALLE,MIGUEL BARRAGAN,,,CENTRO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",,,,Semifijo,-96.92208338,19.52308790,,,,Veracruz
30087722513004062000000000U6,7887200,MARISCOS Y ANTOJITOS FERNANDEZ,,Restaurantes con servicio de preparación de antojitos,6 a 10 personas,CALLE,DOCTOR RAFAEL LUCIO,112,,ZONA CENTRO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",,,,Fijo,-96.92243355,19.53094537,,,,Veracruz
30087722518002901000000000U6,4276464,DMARI COCINA ECONOMICA,,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,CALLE,CIPRES,11,0,VENUSTIANO CARRANZA,91070,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",,,,Fijo,-96.92791466,19.52477414,,,,Veracruz
30087722219009532000000000U7,4480959,COCINA ECONÓMICA ANELL,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,JOSE MARIA MORELOS,94,,CENTRO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",,,,Fijo,-96.92088517,19.52381073,,,,Veracruz
30087722514005161000000000U3,9168898,TAQUERIA SONORA,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,AVENIDA DE LOS ATLETAS,162,0,VENUSTIANO CARRANZA,91080,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",,,,Fijo,-96.92552518,19.52286852,,,,Veracruz
30087722219000171000000000U3,4277936,ANTOJITOS CRISTI,,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,CALLE,MIGUEL BARRAGAN,,,CENTRO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",,,,Semifijo,-96.92202554,19.52305221,,,,Veracruz
30087722518008241000000000U1,9218563,COCINA ECONOMICA SIN NOMBRE,,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,CALLE,FRANCISCO GONZALEZ BOCANEGRA,4,,VENUSTIANO CARRANZA,91070,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",,,,Fijo,-96.92772628,19.52441183,,,,Veracruz
30087722219008581000000000U5,4481000,TAQUERIA SONORA,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,AVENIDA DE LOS ATLETAS,162,0,VENUSTIANO CARRANZA,91080,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",,,,Fijo,-96.92554474,19.52283168,,,,Veracruz
30087722511003362000000000U5,8789144,RESTAURANTE BAR MAJO CHOCOLATE BAR,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,6 a 10 personas,CALLE,JOSE MARIA MATA,14,,CENTRO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",2288414674,,,Fijo,-96.91939939,19.52710010,,,,Veracruz
30087722513004071000000000U7,7887316,DON VOLO,,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,CALLE,REVOLUCION,127,15,ZONA CENTRO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",,,WWW.DONVOLO.COM.MX,Fijo,-96.92351959,19.53130203,PASAJE REVOLUCION,PASAJE Y ANDADOR COMERCIAL,15,Veracruz
30087722212010581000000000U6,4234029,PUESTO DE COMIDA SIN NOMBRE,,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,CALLE,REVOLUCION,127,,CENTRO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",,,,Semifijo,-96.92351959,19.53130203,PASAJE REVOLUCION,PASAJE Y ANDADOR COMERCIAL,MODULO 6,Veracruz
30087722518005021000000000U0,8449712,LA CASA DE MARCOS,,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,CALLE,M.HIDALGO,20,0,JACARANDAS,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",,,,Fijo,-96.91965354,19.52533483,,,,Veracruz
30087722219002911000000000U0,4468491,ANTOJITOS KARINA,,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,CALLE,JOSE MARIA MATA,13,0,EL EMPLEADO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",,,,Fijo,-96.91932553,19.52694696,,,,Veracruz
30087722219002651000000000U2,6466237,ANTOJITOS CARMELITA,,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,CALLE,XALITIC,2,,ZONA CENTRO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",,,,Fijo,-96.92185577,19.53088924,,,,Veracruz
30087722518003481000000000U8,7826191,COCINA ECONOMICA EL JUANOTE,,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,CALLE,NICOLAS BRAVO,36,,CENTRO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",2288514972,,,Fijo,-96.92079065,19.52369515,,,,Veracruz
30087722219009632000000000U5,4479166,COCINA ECONÓMICA XALLITC,,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,CALLE,XALLITIC,1,,ZONA CENTRO,91000,"XALAPA-ENRÍQUEZ, Xalapa, VERACRUZ DE IGNACIO DE LA LLAVE",,,,Fijo,-96.92204747,19.53099216,,,,Veracruz
